province,age,sex,education,Vote,Vote_Liberal,Vote_Conservative,Voting_Interest,Vote_Prob,age_range
British Columbia,31,A woman,Professional degree or doctorate,ndp,0,0,10,Certain to vote,30-39
Quebec,58,A man,Bachelor's degree,Bloc Québécois,0,0,2,Certain to vote,50-59
Ontario,32,A man,"Completed technical, community college, CEGEP, College Classique",People's Party,0,1,10,Certain to vote,30-39
Ontario,62,A woman,Some university,Conservative Party,0,1,8,Certain to vote,60-69
Ontario,55,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,5,Certain to vote,50-59
Ontario,42,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,40-49
Ontario,26,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,1,1,8,Certain to vote,18-29
Ontario,37,A man,"Completed technical, community college, CEGEP, College Classique",Green Party,1,1,7,Likely to vote,30-39
Manitoba,59,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,1,8,Certain to vote,50-59
Quebec,62,A woman,Some secondary/ high school,Green Party,0,0,4,Certain to vote,60-69
Ontario,37,A man,Master's degree,Liberal Party,1,0,7,Certain to vote,30-39
Ontario,32,A woman,Master's degree,Green Party,0,0,7,Certain to vote,30-39
British Columbia,27,A man,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,18-29
Ontario,27,A woman,Bachelor's degree,ndp,1,0,7,Likely to vote,18-29
Ontario,72,A woman,Completed secondary/ high school,Conservative Party,0,1,9,Certain to vote,70-79
Manitoba,47,A woman,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,40-49
Quebec,80,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,80-89
Ontario,52,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,1,3,Certain to vote,50-59
Nova Scotia,66,A man,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,1,0,3,Likely to vote,60-69
Saskatchewan,68,A woman,Bachelor's degree,Conservative Party,0,1,NA,Likely to vote,60-69
Alberta,40,A woman,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,40-49
Ontario,68,A man,Completed secondary/ high school,NA,NA,NA,0,Certain not to vote,60-69
Quebec,29,A woman,Bachelor's degree,NA,NA,NA,1,Don't know/ Prefer not to answer,18-29
Ontario,49,A woman,Bachelor's degree,Conservative Party,0,1,2,Certain to vote,40-49
Alberta,33,A man,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,30-39
Nova Scotia,58,A woman,"Some technical, community college, CEGEP, College Classique",Green Party,0,0,0,Likely to vote,50-59
Quebec,40,A man,Some secondary/ high school,ndp,1,0,7,Certain to vote,40-49
New Brunswick,45,A woman,Bachelor's degree,Liberal Party,1,0,6,Certain to vote,40-49
Ontario,42,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,1,Likely to vote,40-49
Ontario,20,A man,Completed secondary/ high school,ndp,0,0,8,Certain to vote,18-29
British Columbia,20,A man,Completed secondary/ high school,Liberal Party,1,0,NA,Likely to vote,18-29
Ontario,34,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,7,Certain to vote,30-39
Manitoba,46,A man,Bachelor's degree,People's Party,0,1,7,Certain to vote,40-49
Quebec,68,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,NA,Certain to vote,60-69
Quebec,49,A woman,Master's degree,Liberal Party,1,0,9,Certain to vote,40-49
Ontario,58,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,8,Certain to vote,50-59
Nova Scotia,54,A man,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,50-59
British Columbia,20,A woman,Some secondary/ high school,Green Party,0,0,1,Certain to vote,18-29
Ontario,29,A man,Completed secondary/ high school,ndp,0,1,6,Likely to vote,18-29
British Columbia,52,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,10,Certain to vote,50-59
British Columbia,48,A man,Some university,Don't know/ Prefer not to answer,0,0,5,Certain to vote,40-49
Manitoba,38,A woman,Completed secondary/ high school,NA,NA,NA,2,Certain not to vote,30-39
New Brunswick,32,A woman,Bachelor's degree,Conservative Party,0,1,5,Certain to vote,30-39
British Columbia,69,A man,Master's degree,Liberal Party,1,0,7,Certain to vote,60-69
Quebec,29,A man,Some university,Green Party,0,0,6,Likely to vote,18-29
Alberta,20,A man,Completed secondary/ high school,Another party (please specify),0,0,3,Likely to vote,18-29
Alberta,50,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,50-59
Saskatchewan,76,A man,Bachelor's degree,Green Party,1,0,5,Likely to vote,70-79
Ontario,48,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Likely to vote,40-49
Ontario,53,A man,Master's degree,Conservative Party,0,1,10,Certain to vote,50-59
Newfoundland and Labrador,25,A woman,Some university,People's Party,1,1,0,Certain to vote,18-29
British Columbia,22,A man,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,8,Certain to vote,18-29
Ontario,23,A woman,Professional degree or doctorate,Conservative Party,0,1,10,Certain to vote,18-29
Ontario,57,A woman,Bachelor's degree,Conservative Party,0,1,7,Likely to vote,50-59
Nova Scotia,19,A woman,Some university,Don't know/ Prefer not to answer,0,0,7,Certain to vote,18-29
Ontario,28,A man,Bachelor's degree,Conservative Party,0,1,4,Likely to vote,18-29
Quebec,53,A man,Some university,Liberal Party,1,0,10,Certain to vote,50-59
Saskatchewan,59,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,50-59
Ontario,35,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,10,Certain to vote,30-39
Ontario,40,A man,"Completed technical, community college, CEGEP, College Classique",Green Party,0,1,8,Certain to vote,40-49
Ontario,22,A woman,Bachelor's degree,Liberal Party,1,0,6,Likely to vote,18-29
Ontario,38,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,7,Certain to vote,30-39
Ontario,21,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,18-29
British Columbia,34,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,8,Certain to vote,30-39
Quebec,19,A man,Completed secondary/ high school,Liberal Party,1,0,8,Likely to vote,18-29
Ontario,54,A man,Some university,Green Party,0,0,9,Certain to vote,50-59
Manitoba,58,A man,Completed secondary/ high school,Conservative Party,0,1,8,Certain to vote,50-59
Ontario,33,A man,Master's degree,NA,NA,NA,5,Certain not to vote,30-39
Ontario,34,A man,Completed secondary/ high school,ndp,0,0,8,Certain to vote,30-39
Ontario,39,A woman,Bachelor's degree,Green Party,1,0,NA,Likely to vote,30-39
Manitoba,27,A woman,"Some technical, community college, CEGEP, College Classique",ndp,0,0,9,Certain to vote,18-29
Quebec,35,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,5,Certain to vote,30-39
Ontario,26,A man,Master's degree,Liberal Party,1,0,6,Likely to vote,18-29
Alberta,71,A man,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,70-79
Ontario,49,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,40-49
Ontario,49,A man,Master's degree,Liberal Party,1,0,NA,Certain to vote,40-49
Ontario,56,A woman,Completed secondary/ high school,Conservative Party,0,1,5,Certain to vote,50-59
Saskatchewan,49,A man,Some university,NA,NA,NA,8,Unlikely to vote,40-49
Ontario,29,A man,Completed secondary/ high school,People's Party,0,1,7,Likely to vote,18-29
Quebec,40,A man,Some university,Liberal Party,1,0,10,Certain to vote,40-49
Ontario,25,A man,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,18-29
Alberta,69,A man,Master's degree,ndp,0,0,10,Certain to vote,60-69
British Columbia,36,A woman,Master's degree,ndp,1,0,8,Certain to vote,30-39
British Columbia,71,A man,Professional degree or doctorate,Liberal Party,1,0,6,Certain to vote,70-79
Ontario,48,A man,"Completed technical, community college, CEGEP, College Classique",Green Party,1,0,8,Certain to vote,40-49
Manitoba,18,A woman,Completed secondary/ high school,ndp,1,0,9,Certain to vote,18-29
Alberta,40,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,3,Likely to vote,40-49
Prince Edward Island,61,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,1,3,Likely to vote,60-69
Alberta,60,A man,Some secondary/ high school,Don't know/ Prefer not to answer,0,0,7,Certain to vote,60-69
Quebec,23,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,18-29
Alberta,34,A woman,Bachelor's degree,ndp,0,0,8,Likely to vote,30-39
Manitoba,28,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,7,Certain to vote,18-29
Nova Scotia,71,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,6,Likely to vote,70-79
Ontario,39,A woman,Completed secondary/ high school,NA,NA,NA,2,Unlikely to vote,30-39
Newfoundland and Labrador,66,A man,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,1,1,1,Certain to vote,60-69
Ontario,45,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,40-49
Ontario,71,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,70-79
Saskatchewan,73,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,70-79
British Columbia,20,A woman,Completed secondary/ high school,Liberal Party,1,0,7,Certain to vote,18-29
Ontario,54,A man,Completed secondary/ high school,ndp,0,0,8,Certain to vote,50-59
British Columbia,42,A woman,Some university,Liberal Party,1,0,8,Certain to vote,40-49
Ontario,39,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,30-39
Alberta,27,A man,Bachelor's degree,Conservative Party,0,1,3,Certain to vote,18-29
Nova Scotia,52,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,50-59
British Columbia,36,A woman,Some university,Green Party,0,0,10,Certain to vote,30-39
Saskatchewan,21,A woman,Professional degree or doctorate,Conservative Party,0,1,6,Certain to vote,18-29
Quebec,47,A man,Master's degree,Liberal Party,1,0,9,Certain to vote,40-49
British Columbia,19,A man,Completed secondary/ high school,Another party (please specify),0,1,7,Likely to vote,18-29
Ontario,42,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,5,Likely to vote,40-49
Quebec,22,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,3,Certain to vote,18-29
Quebec,58,A woman,Completed secondary/ high school,Bloc Québécois,1,1,7,Certain to vote,50-59
Manitoba,51,A woman,Completed secondary/ high school,Liberal Party,1,0,10,Certain to vote,50-59
Ontario,37,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,0,Certain to vote,30-39
Alberta,45,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,40-49
British Columbia,54,A woman,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,50-59
British Columbia,44,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,4,Certain to vote,40-49
Ontario,34,A man,"Some technical, community college, CEGEP, College Classique",Green Party,0,0,9,Certain to vote,30-39
Ontario,59,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,8,Certain to vote,50-59
Alberta,44,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,40-49
British Columbia,38,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,1,NA,Certain to vote,30-39
Quebec,19,A woman,Some secondary/ high school,Conservative Party,0,1,7,Certain to vote,18-29
Nova Scotia,41,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,6,Certain to vote,40-49
Quebec,43,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,6,Likely to vote,40-49
British Columbia,41,A man,Completed secondary/ high school,Green Party,1,1,8,Certain to vote,40-49
Saskatchewan,48,A man,Master's degree,Liberal Party,1,0,8,Certain to vote,40-49
British Columbia,27,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,18-29
Ontario,49,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,7,Certain to vote,40-49
Ontario,22,A woman,Bachelor's degree,ndp,0,0,9,Likely to vote,18-29
Nova Scotia,31,A man,Completed secondary/ high school,NA,NA,NA,2,Certain not to vote,30-39
British Columbia,46,A man,"Some technical, community college, CEGEP, College Classique",ndp,1,1,8,Certain to vote,40-49
Alberta,73,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,70-79
Saskatchewan,18,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,5,Likely to vote,18-29
Saskatchewan,54,A woman,Bachelor's degree,Conservative Party,0,1,9,Certain to vote,50-59
Quebec,27,A woman,Some university,Bloc Québécois,1,1,8,Certain to vote,18-29
Ontario,43,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,40-49
Alberta,45,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,40-49
British Columbia,71,A man,Professional degree or doctorate,Green Party,0,0,6,Certain to vote,70-79
Quebec,62,A man,"Some technical, community college, CEGEP, College Classique",Bloc Québécois,0,0,3,Certain to vote,60-69
Quebec,34,A woman,Professional degree or doctorate,Liberal Party,1,0,10,Certain to vote,30-39
Saskatchewan,63,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,60-69
Quebec,68,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,3,Certain to vote,60-69
Manitoba,55,A woman,Some secondary/ high school,Liberal Party,1,0,7,Likely to vote,50-59
Quebec,41,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,4,Certain to vote,40-49
Ontario,61,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,60-69
Manitoba,70,A woman,Bachelor's degree,Liberal Party,1,0,NA,Certain to vote,70-79
Quebec,69,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,8,Certain to vote,60-69
Nova Scotia,35,A man,Bachelor's degree,People's Party,0,0,10,Certain to vote,30-39
Alberta,63,A man,Professional degree or doctorate,Liberal Party,1,0,9,Certain to vote,60-69
Ontario,95,A woman,Professional degree or doctorate,People's Party,0,0,10,Certain to vote,90-99
Alberta,99,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,90-99
Ontario,53,A woman,"Completed technical, community college, CEGEP, College Classique",Green Party,1,0,5,Likely to vote,50-59
Quebec,36,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,2,Certain to vote,30-39
Ontario,74,A woman,Some university,Liberal Party,1,0,10,Certain to vote,70-79
